hostname,data.T,data.P,data.H,sensed_at
machine03,29.35,982.107,55.048,2021/08/20 09:41:52
machine02,28.01,981.908,59.119,2021/08/20 09:41:54
machine01,28.84,982.182,56.617,2021/08/20 09:41:55
machine03,29.34,982.099,55.035,2021/08/20 09:41:57
machine02,28.05,981.91,59.029,2021/08/20 09:41:59
machine01,28.85,982.177,56.618,2021/08/20 09:42:00
machine03,29.35,982.1,55.048,2021/08/20 09:42:02
machine02,28.04,981.883,59.041,2021/08/20 09:42:04
machine01,28.84,982.187,56.63,2021/08/20 09:42:05
machine03,29.34,982.096,55.082,2021/08/20 09:42:07
machine02,28.07,981.886,59.009,2021/08/20 09:42:09
machine01,28.84,982.162,56.63,2021/08/20 09:42:10
machine03,29.35,982.083,55.082,2021/08/20 09:42:12
machine02,28.07,981.925,58.973,2021/08/20 09:42:14
machine01,28.84,982.177,56.63,2021/08/20 09:42:15
machine03,29.34,982.091,55.07,2021/08/20 09:42:17
machine02,28.05,981.88,59.006,2021/08/20 09:42:19
machine01,28.85,982.161,56.631,2021/08/20 09:42:20
machine03,29.34,982.086,55.059,2021/08/20 09:42:22
machine02,28.07,981.866,59.021,2021/08/20 09:42:24
machine01,28.85,982.168,56.63,2021/08/20 09:42:25
machine03,29.34,982.123,55.094,2021/08/20 09:42:27
machine02,28.07,981.891,58.962,2021/08/20 09:42:29
machine01,28.85,982.19,56.631,2021/08/20 09:42:30
machine03,29.34,982.103,55.059,2021/08/20 09:42:32
machine02,28.09,981.907,58.929,2021/08/20 09:42:34
machine01,28.86,982.196,56.631,2021/08/20 09:42:35
machine03,29.35,982.105,55.082,2021/08/20 09:42:37
machine02,28.08,981.925,58.938,2021/08/20 09:42:39
machine01,28.85,982.161,56.63,2021/08/20 09:42:40
machine03,29.33,982.066,55.093,2021/08/20 09:42:42
machine02,28.08,981.896,58.962,2021/08/20 09:42:44
machine01,28.85,982.172,56.63,2021/08/20 09:42:45
machine03,29.34,982.085,55.082,2021/08/20 09:42:47
machine02,28.06,981.881,58.961,2021/08/20 09:42:49
machine01,28.85,982.161,56.631,2021/08/20 09:42:50
machine03,29.33,982.075,55.081,2021/08/20 09:42:52
machine02,28.05,981.898,59.006,2021/08/20 09:42:54
machine01,28.85,982.158,56.631,2021/08/20 09:42:55
machine03,29.34,982.083,55.059,2021/08/20 09:42:57
machine02,28.05,981.878,59.006,2021/08/20 09:42:59
machine01,28.85,982.143,56.631,2021/08/20 09:43:00
machine03,29.34,982.089,55.059,2021/08/20 09:43:02
machine02,28.03,981.872,59.062,2021/08/20 09:43:04
machine01,28.85,982.161,56.618,2021/08/20 09:43:05
machine03,29.33,982.078,55.081,2021/08/20 09:43:07
machine02,28.02,981.893,59.096,2021/08/20 09:43:09
machine01,28.85,982.149,56.631,2021/08/20 09:43:10
machine03,29.34,982.111,55.07,2021/08/20 09:43:12
machine02,28.05,981.898,59.053,2021/08/20 09:43:14
machine01,28.85,982.162,56.631,2021/08/20 09:43:15
machine03,29.35,982.105,55.07,2021/08/20 09:43:17
machine02,28.04,981.888,59.041,2021/08/20 09:43:19
machine01,28.86,982.171,56.619,2021/08/20 09:43:20
machine03,29.35,982.09,55.071,2021/08/20 09:43:22
machine02,28.03,981.871,59.062,2021/08/20 09:43:24
machine01,28.85,982.169,56.619,2021/08/20 09:43:25
machine03,29.34,982.109,55.082,2021/08/20 09:43:27
machine02,28.07,981.914,59.021,2021/08/20 09:43:29
machine01,28.86,982.178,56.619,2021/08/20 09:43:30
machine03,29.32,982.094,55.127,2021/08/20 09:43:32
machine02,28.07,981.883,58.974,2021/08/20 09:43:34
machine01,28.85,982.174,56.607,2021/08/20 09:43:35
machine03,29.32,982.088,55.114,2021/08/20 09:43:37
machine02,28.07,981.904,58.974,2021/08/20 09:43:39
machine01,28.85,982.151,56.619,2021/08/20 09:43:40
machine03,29.32,982.092,55.138,2021/08/20 09:43:42
machine02,28.08,981.856,58.939,2021/08/20 09:43:44
machine01,28.85,982.149,56.607,2021/08/20 09:43:45
machine03,29.32,982.064,55.115,2021/08/20 09:43:47
machine02,28.1,981.859,58.918,2021/08/20 09:43:49
machine01,28.86,982.166,56.608,2021/08/20 09:43:50
machine03,29.33,982.068,55.116,2021/08/20 09:43:52
machine02,28.09,981.908,58.882,2021/08/20 09:43:54
machine01,28.86,982.155,56.597,2021/08/20 09:43:55
machine03,29.33,982.076,55.116,2021/08/20 09:43:57
machine02,28.08,981.879,58.903,2021/08/20 09:43:59
machine01,28.86,982.171,56.608,2021/08/20 09:44:00
machine03,29.34,982.087,55.105,2021/08/20 09:44:02
machine02,28.1,981.876,58.871,2021/08/20 09:44:04
machine01,28.86,982.177,56.597,2021/08/20 09:44:05
machine03,29.34,982.071,55.094,2021/08/20 09:44:07
machine02,28.12,981.887,58.779,2021/08/20 09:44:09
machine01,28.86,982.155,56.596,2021/08/20 09:44:10
machine03,29.34,982.077,55.082,2021/08/20 09:44:12
machine02,28.09,981.893,58.87,2021/08/20 09:44:14
machine01,28.86,982.166,56.597,2021/08/20 09:44:15
machine03,29.33,982.066,55.093,2021/08/20 09:44:17
machine02,28.09,981.87,58.882,2021/08/20 09:44:19
machine01,28.85,982.128,56.596,2021/08/20 09:44:20
machine03,29.33,982.09,55.104,2021/08/20 09:44:22
machine02,28.07,981.888,58.915,2021/08/20 09:44:24
machine01,28.86,982.159,56.596,2021/08/20 09:44:25
machine03,29.34,982.08,55.105,2021/08/20 09:44:27
machine02,28.06,981.894,58.961,2021/08/20 09:44:29
machine01,28.85,982.155,56.596,2021/08/20 09:44:30
machine03,29.34,982.06,55.094,2021/08/20 09:44:32
machine02,28.06,981.898,58.984,2021/08/20 09:44:34
machine01,28.86,982.15,56.596,2021/08/20 09:44:35
machine03,29.32,982.05,55.115,2021/08/20 09:44:37
machine02,28.05,981.908,59.006,2021/08/20 09:44:39
machine01,28.86,982.123,56.596,2021/08/20 09:44:40
machine03,29.32,982.039,55.138,2021/08/20 09:44:42
machine02,28.07,981.879,58.974,2021/08/20 09:44:44
machine01,28.86,982.147,56.597,2021/08/20 09:44:45
machine03,29.33,982.039,55.127,2021/08/20 09:44:47
machine02,28.05,981.867,58.97,2021/08/20 09:44:49
machine01,28.86,982.11,56.584,2021/08/20 09:44:50
machine03,29.32,982.057,55.092,2021/08/20 09:44:52
machine02,28.07,981.868,58.95,2021/08/20 09:44:54
machine01,28.86,982.183,56.596,2021/08/20 09:44:55
machine03,29.33,982.057,55.127,2021/08/20 09:44:57
machine02,28.07,981.84,58.915,2021/08/20 09:44:59
machine01,28.86,982.15,56.596,2021/08/20 09:45:00
machine03,29.33,982.052,55.163,2021/08/20 09:45:02
machine02,28.04,981.866,58.993,2021/08/20 09:45:04
machine01,28.86,982.157,56.597,2021/08/20 09:45:05
machine03,29.31,982.068,55.126,2021/08/20 09:45:07
machine02,28.04,981.87,59.018,2021/08/20 09:45:09
machine01,28.86,982.151,56.584,2021/08/20 09:45:10
machine03,29.32,982.053,55.126,2021/08/20 09:45:12
machine02,28.04,981.865,59.041,2021/08/20 09:45:14
machine01,28.86,982.143,56.596,2021/08/20 09:45:15
machine03,29.31,982.06,55.149,2021/08/20 09:45:17
machine02,28.04,981.832,59.053,2021/08/20 09:45:19
machine01,28.86,982.13,56.596,2021/08/20 09:45:20
machine03,29.29,982.063,55.194,2021/08/20 09:45:22
machine02,28.06,981.858,58.995,2021/08/20 09:45:24
machine01,28.86,982.12,56.585,2021/08/20 09:45:25
machine03,29.3,982.042,55.172,2021/08/20 09:45:27
machine02,28.08,981.856,58.95,2021/08/20 09:45:29
machine01,28.86,982.129,56.584,2021/08/20 09:45:30
machine03,29.31,982.055,55.173,2021/08/20 09:45:32
machine02,28.08,981.844,58.974,2021/08/20 09:45:34
machine01,28.86,982.136,56.584,2021/08/20 09:45:35
machine03,29.3,982.049,55.16,2021/08/20 09:45:37
machine02,28.04,981.868,59.029,2021/08/20 09:45:39
machine01,28.87,982.136,56.586,2021/08/20 09:45:40
machine03,29.29,982.069,55.183,2021/08/20 09:45:42
machine02,28.02,981.845,59.084,2021/08/20 09:45:44
machine01,28.86,982.133,56.585,2021/08/20 09:45:45
machine03,29.29,982.058,55.194,2021/08/20 09:45:47
machine02,28.02,981.871,59.084,2021/08/20 09:45:49
machine01,28.87,982.103,56.586,2021/08/20 09:45:50
machine03,29.3,982.061,55.194,2021/08/20 09:45:52
machine02,28,981.863,59.14,2021/08/20 09:45:54
machine01,28.87,982.119,56.598,2021/08/20 09:45:55
machine03,29.28,982.058,55.216,2021/08/20 09:45:57
machine02,28.01,981.846,59.164,2021/08/20 09:45:59
machine01,28.87,982.106,56.586,2021/08/20 09:46:00
machine03,29.28,982.032,55.251,2021/08/20 09:46:02
machine02,28.02,981.845,59.132,2021/08/20 09:46:04
machine01,28.86,982.079,56.584,2021/08/20 09:46:05
machine03,29.26,982.025,55.249,2021/08/20 09:46:07
machine02,28.03,981.852,59.098,2021/08/20 09:46:09
machine01,28.86,982.131,56.597,2021/08/20 09:46:10
machine03,29.25,982.032,55.295,2021/08/20 09:46:12
machine02,28.02,981.833,59.096,2021/08/20 09:46:14
machine01,28.87,982.131,56.598,2021/08/20 09:46:15
machine03,29.25,982.029,55.295,2021/08/20 09:46:17
machine02,28.02,981.852,59.107,2021/08/20 09:46:19
machine01,28.86,982.102,56.573,2021/08/20 09:46:20
machine03,29.27,982.048,55.297,2021/08/20 09:46:22
machine02,28.04,981.837,59.111,2021/08/20 09:46:24
machine01,28.86,982.093,56.584,2021/08/20 09:46:25
machine03,29.27,982.016,55.344,2021/08/20 09:46:27
machine02,28.04,981.863,59.075,2021/08/20 09:46:29
machine01,28.86,982.123,56.584,2021/08/20 09:46:30
machine03,29.27,982.032,55.297,2021/08/20 09:46:32
machine02,28.01,981.844,59.119,2021/08/20 09:46:34
machine01,28.87,982.088,56.586,2021/08/20 09:46:35
machine03,29.28,982.047,55.287,2021/08/20 09:46:37
machine02,28.01,981.83,59.153,2021/08/20 09:46:39
machine01,28.86,982.124,56.585,2021/08/20 09:46:40
machine03,29.28,982.031,55.274,2021/08/20 09:46:42
machine02,28.01,981.853,59.167,2021/08/20 09:46:44
machine01,28.86,982.068,56.596,2021/08/20 09:46:45
machine03,29.28,982.035,55.287,2021/08/20 09:46:47
machine02,28.03,981.84,59.145,2021/08/20 09:46:49
machine01,28.86,982.09,56.597,2021/08/20 09:46:50
machine03,29.27,982.002,55.297,2021/08/20 09:46:52
machine02,28.03,981.839,59.11,2021/08/20 09:46:54
machine01,28.87,982.117,56.586,2021/08/20 09:46:55
machine03,29.26,982.029,55.296,2021/08/20 09:46:57
machine02,28.02,981.82,59.096,2021/08/20 09:46:59
machine01,28.86,982.124,56.585,2021/08/20 09:47:00
machine03,29.26,982.027,55.319,2021/08/20 09:47:02
machine02,28.02,981.858,59.119,2021/08/20 09:47:04
machine01,28.86,982.09,56.585,2021/08/20 09:47:05
machine03,29.25,982.044,55.318,2021/08/20 09:47:07
machine02,28.03,981.85,59.133,2021/08/20 09:47:09
machine01,28.86,982.096,56.584,2021/08/20 09:47:10
machine03,29.27,982.002,55.319,2021/08/20 09:47:12
machine02,28.04,981.822,59.122,2021/08/20 09:47:14
machine01,28.86,982.099,56.585,2021/08/20 09:47:15
machine03,29.28,982.02,55.286,2021/08/20 09:47:17
machine02,28.05,981.825,59.041,2021/08/20 09:47:19
machine01,28.86,982.073,56.584,2021/08/20 09:47:20
machine03,29.27,982.013,55.285,2021/08/20 09:47:22
machine02,28.05,981.791,59.029,2021/08/20 09:47:24
machine01,28.86,982.082,56.584,2021/08/20 09:47:25
machine03,29.27,982.033,55.297,2021/08/20 09:47:27
machine02,28.04,981.804,59.075,2021/08/20 09:47:29
machine01,28.86,982.074,56.585,2021/08/20 09:47:30
machine03,29.27,981.991,55.297,2021/08/20 09:47:32
machine02,28.03,981.832,59.087,2021/08/20 09:47:34
machine01,28.86,982.074,56.585,2021/08/20 09:47:35
machine03,29.27,982.019,55.309,2021/08/20 09:47:37
machine02,28.02,981.835,59.144,2021/08/20 09:47:39
machine01,28.86,982.084,56.585,2021/08/20 09:47:40
machine03,29.27,982.001,55.309,2021/08/20 09:47:42
machine02,28,981.823,59.151,2021/08/20 09:47:44
machine01,28.87,982.074,56.586,2021/08/20 09:47:45
machine03,29.27,982.02,55.309,2021/08/20 09:47:47
machine02,28,981.813,59.188,2021/08/20 09:47:49
machine01,28.87,982.042,56.574,2021/08/20 09:47:50
machine03,29.28,982,55.286,2021/08/20 09:47:52
machine02,28.01,981.773,59.153,2021/08/20 09:47:54
machine01,28.87,982.095,56.574,2021/08/20 09:47:55
machine03,29.27,982.006,55.308,2021/08/20 09:47:57
machine02,28,981.799,59.187,2021/08/20 09:47:59
machine01,28.87,982.073,56.574,2021/08/20 09:48:00
machine03,29.27,982.028,55.309,2021/08/20 09:48:02
machine02,27.98,981.804,59.221,2021/08/20 09:48:04
machine01,28.87,982.076,56.551,2021/08/20 09:48:05
machine03,29.27,982.025,55.309,2021/08/20 09:48:07
machine02,27.98,981.822,59.255,2021/08/20 09:48:09
machine01,28.86,982.065,56.573,2021/08/20 09:48:10
machine03,29.27,981.994,55.32,2021/08/20 09:48:12
machine02,28,981.813,59.211,2021/08/20 09:48:14
machine01,28.87,982.056,56.574,2021/08/20 09:48:15
machine03,29.25,981.993,55.354,2021/08/20 09:48:17
machine02,28,981.797,59.222,2021/08/20 09:48:19
machine01,28.86,982.074,56.573,2021/08/20 09:48:20
machine03,29.26,982.017,55.354,2021/08/20 09:48:22
machine02,28,981.793,59.224,2021/08/20 09:48:24
machine01,28.86,982.079,56.573,2021/08/20 09:48:25
machine03,29.27,982.024,55.332,2021/08/20 09:48:27
machine02,28.03,981.825,59.168,2021/08/20 09:48:29
machine01,28.86,982.054,56.572,2021/08/20 09:48:30
machine03,29.27,981.994,55.32,2021/08/20 09:48:32
machine02,28.05,981.786,59.088,2021/08/20 09:48:34
machine01,28.86,982.057,56.572,2021/08/20 09:48:35
machine03,29.28,981.996,55.346,2021/08/20 09:48:37
machine02,28.04,981.817,59.076,2021/08/20 09:48:39
machine01,28.86,982.051,56.573,2021/08/20 09:48:40
machine03,29.28,981.996,55.31,2021/08/20 09:48:42
machine02,28.06,981.782,59.031,2021/08/20 09:48:44
machine01,28.86,982.084,56.573,2021/08/20 09:48:45
machine03,29.28,981.998,55.286,2021/08/20 09:48:47
machine02,28.07,981.788,58.997,2021/08/20 09:48:49
machine01,28.87,982.076,56.574,2021/08/20 09:48:50
machine03,29.27,981.977,55.262,2021/08/20 09:48:52
machine02,28.05,981.842,59.018,2021/08/20 09:48:54
machine01,28.86,982.042,56.573,2021/08/20 09:48:55
machine03,29.28,981.982,55.252,2021/08/20 09:48:57
machine02,28.06,981.814,59.042,2021/08/20 09:48:59
machine01,28.87,982.063,56.574,2021/08/20 09:49:00
machine03,29.28,981.988,55.275,2021/08/20 09:49:02
machine02,28.05,981.763,59.029,2021/08/20 09:49:04
machine01,28.86,982.083,56.573,2021/08/20 09:49:05
machine03,29.29,982.01,55.264,2021/08/20 09:49:07
machine02,28.06,981.794,58.973,2021/08/20 09:49:09
machine01,28.87,982.076,56.574,2021/08/20 09:49:10
machine03,29.29,982.016,55.24,2021/08/20 09:49:12
machine02,28.04,981.799,59.006,2021/08/20 09:49:14
machine01,28.86,982.076,56.562,2021/08/20 09:49:15
machine03,29.28,981.978,55.252,2021/08/20 09:49:17
machine02,28.01,981.824,59.095,2021/08/20 09:49:19
machine01,28.86,982.056,56.573,2021/08/20 09:49:20
machine03,29.28,982.013,55.264,2021/08/20 09:49:22
machine02,28,981.794,59.152,2021/08/20 09:49:24
machine01,28.87,982.047,56.574,2021/08/20 09:49:25
machine03,29.28,981.981,55.275,2021/08/20 09:49:27
machine02,28.03,981.807,59.109,2021/08/20 09:49:29
machine01,28.86,982.045,56.573,2021/08/20 09:49:30
machine03,29.28,982.004,55.275,2021/08/20 09:49:32
machine02,28.03,981.756,59.073,2021/08/20 09:49:34
machine01,28.86,982.076,56.573,2021/08/20 09:49:35
machine03,29.27,981.991,55.285,2021/08/20 09:49:37
machine02,28.02,981.813,59.132,2021/08/20 09:49:39
machine01,28.87,982.094,56.574,2021/08/20 09:49:40
machine03,29.26,981.995,55.308,2021/08/20 09:49:42
machine02,28.01,981.796,59.153,2021/08/20 09:49:44
machine01,28.86,982.038,56.562,2021/08/20 09:49:45
machine03,29.27,982.011,55.309,2021/08/20 09:49:47
machine02,28.03,981.779,59.109,2021/08/20 09:49:49
machine01,28.86,982.081,56.562,2021/08/20 09:49:50
machine03,29.28,982.005,55.274,2021/08/20 09:49:52
machine02,28.03,981.827,59.099,2021/08/20 09:49:54
machine01,28.86,982.074,56.562,2021/08/20 09:49:55
machine03,29.27,982.008,55.285,2021/08/20 09:49:57
machine02,28.03,981.807,59.098,2021/08/20 09:49:59
machine01,28.87,982.081,56.562,2021/08/20 09:50:00
machine03,29.28,981.997,55.286,2021/08/20 09:50:02
machine02,28.02,981.822,59.132,2021/08/20 09:50:04
machine01,28.87,982.05,56.562,2021/08/20 09:50:05
machine03,29.27,981.997,55.296,2021/08/20 09:50:07
machine02,28.02,981.804,59.144,2021/08/20 09:50:09
machine01,28.87,982.097,56.574,2021/08/20 09:50:10
machine03,29.27,982.018,55.319,2021/08/20 09:50:12
machine02,28.04,981.802,59.1,2021/08/20 09:50:14
machine01,28.87,982.052,56.575,2021/08/20 09:50:15
machine03,29.25,982.003,55.33,2021/08/20 09:50:17
machine02,28.03,981.793,59.087,2021/08/20 09:50:19
machine01,28.87,982.104,56.551,2021/08/20 09:50:20
machine03,29.26,981.994,55.331,2021/08/20 09:50:22
machine02,28.02,981.794,59.144,2021/08/20 09:50:24
machine01,28.87,982.087,56.575,2021/08/20 09:50:25
machine03,29.26,981.997,55.378,2021/08/20 09:50:27
machine02,28.04,981.816,59.111,2021/08/20 09:50:29
machine01,28.87,982.083,56.562,2021/08/20 09:50:30
machine03,29.26,982.006,55.354,2021/08/20 09:50:32
machine02,28.05,981.827,59.076,2021/08/20 09:50:34
machine01,28.87,982.018,56.562,2021/08/20 09:50:35
machine03,29.27,981.999,55.354,2021/08/20 09:50:37
machine02,28.03,981.825,59.098,2021/08/20 09:50:39
machine01,28.87,982.055,56.563,2021/08/20 09:50:40
machine03,29.26,981.983,55.319,2021/08/20 09:50:42
machine02,28.03,981.806,59.087,2021/08/20 09:50:44
machine01,28.87,982.062,56.551,2021/08/20 09:50:45
machine03,29.26,982,55.319,2021/08/20 09:50:47
machine02,28.05,981.792,59.053,2021/08/20 09:50:49
machine01,28.87,982.069,56.562,2021/08/20 09:50:50
machine03,29.26,981.99,55.331,2021/08/20 09:50:52
machine02,28.07,981.743,59.009,2021/08/20 09:50:54
machine01,28.87,982.063,56.551,2021/08/20 09:50:55
machine03,29.27,981.995,55.343,2021/08/20 09:50:57
machine02,28.08,981.82,58.985,2021/08/20 09:50:59
machine01,28.88,982.084,56.54,2021/08/20 09:51:00
machine03,29.26,981.995,55.308,2021/08/20 09:51:02
machine02,28.07,981.801,58.984,2021/08/20 09:51:04
machine01,28.88,982.086,56.552,2021/08/20 09:51:05
machine03,29.27,981.992,55.309,2021/08/20 09:51:07
machine02,28.09,981.76,58.952,2021/08/20 09:51:09
machine01,28.88,982.022,56.552,2021/08/20 09:51:10
machine03,29.27,981.997,55.319,2021/08/20 09:51:12
machine02,28.09,981.792,58.917,2021/08/20 09:51:14
machine01,28.88,982.066,56.54,2021/08/20 09:51:15
machine03,29.27,982.007,55.332,2021/08/20 09:51:17
machine02,28.08,981.769,58.951,2021/08/20 09:51:19
machine01,28.88,982.073,56.552,2021/08/20 09:51:20
machine03,29.27,981.99,55.309,2021/08/20 09:51:22
machine02,28.09,981.764,58.929,2021/08/20 09:51:24
machine01,28.87,982.06,56.54,2021/08/20 09:51:25
machine03,29.27,981.991,55.309,2021/08/20 09:51:27
machine02,28.09,981.774,58.917,2021/08/20 09:51:29
machine01,28.88,981.986,56.54,2021/08/20 09:51:30
machine03,29.27,981.988,55.332,2021/08/20 09:51:32
machine02,28.09,981.789,58.905,2021/08/20 09:51:34
machine01,28.88,982.033,56.54,2021/08/20 09:51:35
machine03,29.27,981.974,55.309,2021/08/20 09:51:37
machine02,28.1,981.765,58.87,2021/08/20 09:51:39
machine01,28.87,982.08,56.54,2021/08/20 09:51:40
machine03,29.27,981.982,55.319,2021/08/20 09:51:42
machine02,28.08,981.777,58.916,2021/08/20 09:51:44
machine01,28.88,982.066,56.54,2021/08/20 09:51:45
machine03,29.26,982,55.343,2021/08/20 09:51:47
machine02,28.08,981.811,58.927,2021/08/20 09:51:49
machine01,28.87,982.039,56.54,2021/08/20 09:51:50
machine03,29.27,981.989,55.331,2021/08/20 09:51:52
machine02,28.09,981.789,58.917,2021/08/20 09:51:54
machine01,28.88,982.033,56.54,2021/08/20 09:51:55
machine03,29.26,981.985,55.308,2021/08/20 09:51:57
machine02,28.09,981.804,58.917,2021/08/20 09:51:59
machine01,28.87,982.018,56.527,2021/08/20 09:52:00
machine03,29.27,981.995,55.319,2021/08/20 09:52:02
machine02,28.08,981.763,58.927,2021/08/20 09:52:04
machine01,28.87,982.041,56.526,2021/08/20 09:52:05
machine03,29.26,981.998,55.319,2021/08/20 09:52:07
machine02,28.06,981.833,58.961,2021/08/20 09:52:09
machine01,28.88,982.049,56.54,2021/08/20 09:52:10
machine03,29.26,982.014,55.319,2021/08/20 09:52:12
machine02,28.06,981.81,59.019,2021/08/20 09:52:14
machine01,28.88,982.07,56.54,2021/08/20 09:52:15
machine03,29.26,982.003,55.331,2021/08/20 09:52:17
machine02,28.08,981.829,58.962,2021/08/20 09:52:19
machine01,28.88,982.064,56.527,2021/08/20 09:52:20
machine03,29.26,982.012,55.331,2021/08/20 09:52:22
machine02,28.08,981.77,58.928,2021/08/20 09:52:24
machine01,28.88,982.089,56.527,2021/08/20 09:52:25
machine03,29.26,982.006,55.366,2021/08/20 09:52:27
machine02,28.1,981.818,58.918,2021/08/20 09:52:29
machine01,28.88,982.077,56.516,2021/08/20 09:52:30
machine03,29.27,982.021,55.343,2021/08/20 09:52:32
machine02,28.12,981.781,58.861,2021/08/20 09:52:34
machine01,28.88,982.081,56.516,2021/08/20 09:52:35
machine03,29.26,981.995,55.366,2021/08/20 09:52:37
machine02,28.1,981.736,58.848,2021/08/20 09:52:39
machine01,28.88,982.115,56.516,2021/08/20 09:52:40
machine03,29.24,981.979,55.353,2021/08/20 09:52:42
machine02,28.09,981.778,58.894,2021/08/20 09:52:44
machine01,28.88,982.072,56.516,2021/08/20 09:52:45
machine03,29.24,981.979,55.364,2021/08/20 09:52:47
machine02,28.09,981.81,58.917,2021/08/20 09:52:49
machine01,28.88,982.05,56.516,2021/08/20 09:52:50
machine03,29.26,982.015,55.366,2021/08/20 09:52:52
machine02,28.06,981.834,58.949,2021/08/20 09:52:54
machine01,28.88,982.024,56.516,2021/08/20 09:52:55
machine03,29.26,982.008,55.354,2021/08/20 09:52:57
machine02,28.06,981.841,58.995,2021/08/20 09:52:59
machine01,28.89,982.078,56.481,2021/08/20 09:53:00
machine03,29.26,982,55.331,2021/08/20 09:53:02
machine02,28.08,981.768,58.938,2021/08/20 09:53:04
machine01,28.88,982.024,56.516,2021/08/20 09:53:05
machine03,29.26,982,55.331,2021/08/20 09:53:07
machine02,28.06,981.8,58.971,2021/08/20 09:53:09
machine01,28.89,982.097,56.505,2021/08/20 09:53:10
machine03,29.25,982.024,55.365,2021/08/20 09:53:12
machine02,28.05,981.829,59.029,2021/08/20 09:53:14
machine01,28.88,982.058,56.516,2021/08/20 09:53:15
machine03,29.25,982.01,55.365,2021/08/20 09:53:17
machine02,28.06,981.809,58.983,2021/08/20 09:53:19
machine01,28.89,982.099,56.505,2021/08/20 09:53:20
machine03,29.24,981.989,55.375,2021/08/20 09:53:22
machine02,28.05,981.81,59.018,2021/08/20 09:53:24
machine01,28.88,982.056,56.504,2021/08/20 09:53:25
machine03,29.24,981.982,55.375,2021/08/20 09:53:27
machine02,28.07,981.811,58.984,2021/08/20 09:53:29
machine01,28.89,982.072,56.505,2021/08/20 09:53:30
machine03,29.24,982.021,55.387,2021/08/20 09:53:32
machine02,28.09,981.782,58.917,2021/08/20 09:53:34
machine01,28.89,982.09,56.505,2021/08/20 09:53:35
machine03,29.24,982.019,55.41,2021/08/20 09:53:37
machine02,28.09,981.826,58.882,2021/08/20 09:53:39
machine01,28.88,982.051,56.504,2021/08/20 09:53:40
machine03,29.22,982.034,55.421,2021/08/20 09:53:42
machine02,28.09,981.791,58.87,2021/08/20 09:53:44
machine01,28.88,982.051,56.504,2021/08/20 09:53:45
machine03,29.23,982.025,55.422,2021/08/20 09:53:47
machine02,28.1,981.745,58.847,2021/08/20 09:53:49
machine01,28.88,982.086,56.504,2021/08/20 09:53:50
machine03,29.23,981.994,55.421,2021/08/20 09:53:52
machine02,28.08,981.741,58.904,2021/08/20 09:53:54
machine01,28.88,982.049,56.492,2021/08/20 09:53:55
machine03,29.23,982.028,55.398,2021/08/20 09:53:57
machine02,28.07,981.782,58.927,2021/08/20 09:53:59
machine01,28.89,982.062,56.493,2021/08/20 09:54:00
machine03,29.23,981.979,55.41,2021/08/20 09:54:02
machine02,28.06,981.783,58.961,2021/08/20 09:54:04
machine01,28.89,982.062,56.481,2021/08/20 09:54:05
machine03,29.23,982.003,55.421,2021/08/20 09:54:07
machine02,28.06,981.804,58.959,2021/08/20 09:54:09
machine01,28.9,982.114,56.482,2021/08/20 09:54:10
machine03,29.22,981.998,55.421,2021/08/20 09:54:12
machine02,28.07,981.834,58.985,2021/08/20 09:54:14
machine01,28.88,982.062,56.48,2021/08/20 09:54:15
machine03,29.22,982.01,55.432,2021/08/20 09:54:17
machine02,28.04,981.834,59.006,2021/08/20 09:54:19
machine01,28.89,982.067,56.481,2021/08/20 09:54:20
machine03,29.21,981.982,55.419,2021/08/20 09:54:22
machine02,28.06,981.802,59.019,2021/08/20 09:54:24
machine01,28.88,982.079,56.469,2021/08/20 09:54:25
machine03,29.2,981.946,55.431,2021/08/20 09:54:27
machine02,28.06,981.786,58.995,2021/08/20 09:54:29
machine01,28.88,982.076,56.48,2021/08/20 09:54:30
machine03,29.21,981.979,55.431,2021/08/20 09:54:32
machine02,28.06,981.834,58.996,2021/08/20 09:54:34
machine01,28.88,982.056,56.48,2021/08/20 09:54:35
machine03,29.21,981.981,55.454,2021/08/20 09:54:37
machine02,28.06,981.8,58.996,2021/08/20 09:54:39
machine01,28.89,982.099,56.481,2021/08/20 09:54:40
machine03,29.21,981.962,55.454,2021/08/20 09:54:42
machine02,28.06,981.826,58.995,2021/08/20 09:54:44
machine01,28.89,982.076,56.481,2021/08/20 09:54:45
machine03,29.21,981.979,55.455,2021/08/20 09:54:47
machine02,28.08,981.798,58.962,2021/08/20 09:54:49
machine01,28.89,982.081,56.47,2021/08/20 09:54:50
machine03,29.21,981.99,55.431,2021/08/20 09:54:52
machine02,28.08,981.766,58.95,2021/08/20 09:54:54
machine01,28.89,982.058,56.47,2021/08/20 09:54:55
machine03,29.21,981.956,55.431,2021/08/20 09:54:57
machine02,28.06,981.809,58.959,2021/08/20 09:54:59
machine01,28.88,982.092,56.469,2021/08/20 09:55:00
machine03,29.22,981.972,55.421,2021/08/20 09:55:02
machine02,28.07,981.776,58.95,2021/08/20 09:55:04
machine01,28.89,982.08,56.458,2021/08/20 09:55:05
machine03,29.23,981.965,55.422,2021/08/20 09:55:07
machine02,28.07,981.782,58.961,2021/08/20 09:55:09
machine01,28.89,982.092,56.47,2021/08/20 09:55:10
machine03,29.22,981.982,55.42,2021/08/20 09:55:12
machine02,28.07,981.823,58.962,2021/08/20 09:55:14
